wavenumber,absorption,branch,j,m,pressure,temperature,evals,npoints,r2,amplitude,amplitude_stderr,center,center_std,sigma,sigma_stderr,gamma,gamma_stderr,fwhm,fwhm_stderr,height,height_stderr
5406.878654,0.04601182933200443,P,10,-10,0.1,293,26,209,0.9999871953176831,0.0016440503718228028,6.514159926851514e-07,5406.878632064774,1.2816934682155488e-05,0.004749375661174393,1.6817261535745333e-05,0.009606659268737716,1.4086083556888832e-05,0.024590528287564514,1.297151392653852e-05,0.046038551219099305,1.7289890512443713e-05
5438.0546540000005,0.09844697288292903,P,9,-9,0.1,293,31,242,0.9999986392576862,0.003999165410091765,4.7250506155449076e-07,5438.055119971396,4.06582501896182e-06,0.004832444128940183,6.271255751124002e-06,0.011273318920054232,4.877722264429742e-06,0.02753246489332768,4.489298346840691e-06,0.09862022437531871,1.1394414621890543e-05
5468.143654,0.18541733797372295,P,8,-8,0.1,293,43,279,0.9999987532174691,0.00860490342650444,8.964882722728989e-07,5468.143783407368,3.825653692620082e-06,0.0049652557320872814,6.9757878008789195e-06,0.013225109535253965,5.033261108243637e-06,0.031118024949765857,4.61866427561238e-06,0.18559440736011099,1.947039364206221e-05
5497.129654,0.2936257420482602,P,7,-7,0.1,293,59,340,0.9999979891967666,0.016356075267203618,1.9541194771319354e-06,5497.130009376842,4.754404925175886e-06,0.00518495979275696,1.0740116576543312e-05,0.016286525736687596,7.063135648857224e-06,0.03687855638960583,6.403536695160068e-06,0.2940692262530092,3.6485740097252675e-05
5524.999654,0.40136725826176556,P,6,-6,0.1,293,42,422,0.9999980904482723,0.027458793906589285,2.882336982418754e-06,5524.999404185373,4.496102959090206e-06,0.005489680344751557,1.2665848405953482e-05,0.02043586076687892,7.545427357301162e-06,0.0448487109732344,6.902964945070773e-06,0.40186854876469746,4.4998789212238955e-05
5551.7376540000005,0.49211815097210265,P,5,-5,0.1,293,47,511,0.99999796741058,0.040609404438536445,3.9993761051493084e-06,5551.7377579567155,4.4590812586939425e-06,0.00596581467896623,1.5093525113074582e-05,0.024934033302116132,8.201378362745836e-06,0.05378880374224879,8.073423236925777e-06,0.4927777967781521,5.310024948157111e-05
5577.330654,0.5556103657018695,P,4,-4,0.1,293,86,588,0.9999975067263412,0.05249739994470132,5.321884635323442e-06,5577.331095338273,4.782981030071709e-06,0.006500796706550849,1.795723529114661e-05,0.028671808475020655,9.305000096774434e-06,0.06142245240790305,9.732616096165037e-06,0.5565880709868026,6.257731615177224e-05
5601.765654000001,0.5927240748374628,P,3,-3,0.1,293,75,609,0.9999967165145323,0.05805851813561347,6.633035560510776e-06,5601.765659173264,5.461627755411232e-06,0.006826546886056495,2.06430141552105e-05,0.02968858251603035,1.0775339298145858e-05,0.06371279669184285,1.1455358402622118e-05,0.5937638487245944,7.538378179893304e-05
5625.027654,0.5746039134143162,P,2,-2,0.1,293,80,572,0.9999967213763246,0.052942804922724684,6.253968508991169e-06,5625.027949447697,5.557713841845518e-06,0.006606426999875847,1.97719388068522e-05,0.027849335152119736,1.069302895792898e-05,0.06000863972176889,1.0919605036900992e-05,0.5756328261882783,7.485702404282236e-05
5647.104654000001,0.4285967984623571,P,1,-1,0.1,293,48,499,0.9999986864350278,0.034536762335792615,2.763728464036652e-06,5647.104726350115,3.649793176842044e-06,0.005778140618579175,1.215232898337357e-05,0.024376394434110216,6.570775390225372e-06,0.05251991338527823,6.351430723138832e-06,0.42903769167809536,3.7426384356859495e-05
5687.649654000001,0.47815246191520266,R,0,1,0.1,293,64,484,0.999997614114366,0.03736296008417184,4.102454126955383e-06,5687.650145625253,4.98165628303655e-06,0.005977671716112798,1.5436687613005904e-05,0.023460601972243866,8.838660945339914e-06,0.051064961523670016,8.374583039207127e-06,0.4789669801715594,5.682938141763502e-05
