sigma,gamma,fwhm,wv_mean,wv_std,int_mean,int_std,int_max
1.7615321940198077,1.047321956200594,5.380930818915676,23546.071774801367,8.116576020508983,0.33791902924430245,0.45748823003556444,1.489406315650141
0.37474982126682077,1.6938474377464383,3.618060262240106,15921.469016912723,5.977500436354216,0.08814980841882047,0.1028130476215256,0.3660583866532768
1.345066186792879,0.04041239250513984,3.2108211681648635,23296.45886082243,4.003533687491916,0.0714992877151565,0.09684028298303879,0.28829725632844366
1.6316957457697345,1.5750773526791737,5.7966962462049585,6822.191216629994,9.26641834786595,0.09917107635309476,0.13163628045334327,0.4425617722874045
1.5297176172684075,0.7549448073421414,4.477316280722189,33607.41265533454,6.601850882535615,0.102561481371209,0.13943913004872438,0.44868525911194007
0.837493148508551,0.10456784845281497,2.0863506505424523,44648.00961288901,2.722216707903972,0.9961458102006968,1.3574170275142248,4.121794175531805
1.3436533887006334,1.443894116186011,4.981555788127119,36813.618457775,8.055007495644242,0.27583824455914974,0.3638492517640445,1.231842731482934
1.2176592849949321,1.491605017022566,4.780726917578378,40589.902216559596,7.828797257149637,0.276132013909815,0.3611216737624388,1.2326998591168405
1.5763210390421283,1.421340857854684,5.460431729516145,6167.8009657347375,8.66216235116236,0.22816757183872918,0.30396034583327913,1.0173071021095108
1.0183606804522665,1.8628248598519555,4.951126702937998,48318.34846218994,8.325587665429193,0.12471045462698047,0.1579840399691991,0.5510331000085136
1.9328417519578807,1.002150759265961,5.717624221325292,19458.30519319042,8.481070416242277,0.06881482628228493,0.09346838267662198,0.3016737011310735
1.2705835119826425,0.26346909609083746,3.283733112837508,18168.662804743846,4.432859075972325,0.483035733236224,0.6597263862822172,2.0343959725915783
1.0126557271464085,1.8808604187100773,4.969441029856251,14980.90600476269,8.361218670812809,0.18503702272700798,0.23409153281084158,0.8170449625014203
0.986948423969602,1.5602343038113722,4.408834581543763,25129.293956916048,7.36043993118683,0.11558141030327923,0.14825029011021057,0.5134370370547422
0.4115450545815027,0.12071905174424358,1.1046816567242779,12352.848140384973,1.538051408486541,0.2145787348326077,0.29314554243983154,0.917132284633413
1.350305262847193,1.5461494533994398,5.143476422454224,5349.397936990261,8.369710080009439,0.13823009833747069,0.18160004136300628,0.6173089726039108
0.9792553325473508,0.30873461968463567,2.6539113585438128,13153.18447389837,3.721826695815015,0.315941343188672,0.43153172366416026,1.3547423553267575
0.017804883267477756,0.2147402957518043,0.4338590093806918,27378.348268958867,0.6719717446227859,1.5437346952236304,1.6878540087799314,5.986012368003784
0.5083583428959593,0.6620196310605495,2.054253521707668,26757.538865506285,3.381970472765019,0.4753476834437438,0.6189555602745379,2.120617147701109
0.4416673057270868,0.8394525224718346,2.1984662146130303,16236.269603112847,3.701974513750415,0.1254270295264056,0.15835478992422541,0.5532593066472272
1.031598650396182,1.5582322280565375,4.4954491666793155,22959.25438871807,7.483677713765042,0.2688486111724567,0.3461162914548903,1.1958315705724971
0.461296913995896,1.0606576179120732,2.6020300798518425,47221.82527101421,4.397899996701229,0.30766591368452156,0.3817422058814921,1.3434757073261963
0.47375147604486,0.03964620214677961,1.1585995497521648,46375.39016942897,1.4835342317318705,1.7667542635607894,2.4024257377741405,7.234599034473211
0.8847215586052863,1.9854590175135265,4.907942581844912,49009.73221181497,8.293787285760422,0.18676011648546248,0.2322491992655884,0.816688347183119
0.9799623647299891,0.13141225063773998,2.4513814719179368,11034.660215834403,3.2114720346688217,0.14020797672718327,0.19112909245470064,0.5814131870998989
1.4665847882350118,0.11782275258045405,3.581260720656252,39499.64259615282,4.578366680763859,0.36578432689399165,0.4972903152937967,1.496487314948449
1.0250000542355744,0.5191252650972642,3.0166446354511622,15335.539266002517,4.461965580723416,0.5971745375824514,0.811499673308531,2.615367954439294
1.576144291010729,0.9936432951234995,4.8874730592948765,15741.660460972409,7.425759823728206,0.11712977938244543,0.15830873997267886,0.5173565126180326
0.37576730040234674,0.11073807282069281,1.0092504574858296,45582.896229565646,1.4058251639145964,0.8386191038145009,1.145663300825042,3.5850901463507494
1.6843501039218676,1.1566299662312787,5.346565209098765,2023.269427748317,8.209408349072904,0.11908033277569717,0.1604981021500866,0.5274722388196789
0.32894298854760917,0.1209545660708824,0.9120675555098513,9060.187654307623,1.3000417637265818,1.0898834886122708,1.4873389137333484,4.706107577496745
1.7991624090264777,1.7236948981288962,6.373377798473235,22053.12503162293,10.179787775981683,0.09972024532429742,0.13242006389587332,0.4449755344317884
1.9478461857751233,0.9287614251823768,5.660637729654532,26174.220699777416,8.31235909976972,0.26601929431882376,0.36189110281549974,1.1620670801477453
0.1241587019530197,0.4653500419373351,1.0201921991342813,15250.566267047436,1.7034677767679853,1.1534112000391596,1.367500420115327,4.862650138916538
0.44423275620837566,0.547427296420175,1.7489296018466243,47463.16434487312,2.8655401004093304,0.7806142322257792,1.0204536982565486,3.484616276713993
1.0510543343896914,1.1680895117623984,3.9523106960994223,34230.90107719225,6.412525807481081,0.32933741057134386,0.43350309700714,1.4708186413139461
1.0252754235264725,0.8175534233229822,3.4055881754055575,1122.7902971053916,5.32511110520488,0.13214995403536675,0.17707352069399165,0.5877839061510572
1.3552566765397835,1.4068837797882554,4.953921508683187,13301.88968745292,7.981590283478927,0.16162851897819216,0.21364648973647252,0.7217059493777376
0.6995485450630989,1.362133254675763,3.535239490406348,15751.236420151557,5.957517251783063,0.15755242682143134,0.1984846905205962,0.6941782361316227
0.329464953092786,0.933312296638616,2.162723219589006,10431.490607906257,3.648971073706425,0.18008682978588753,0.2191126961295881,0.7756279204377822
1.8218213399637746,0.5401536070853443,4.896963092284525,19816.64861980509,6.825256204475967,0.3040593073218124,0.4153790317426188,1.3002029573067673
1.255186753752225,0.986206267972848,4.1494944075995335,5829.761544929668,6.476817904995878,0.4017166594521249,0.5386208359603738,1.7861468916497174
0.19974119850403205,1.285385163907155,2.660066703069054,6320.689393192019,4.291479861859676,0.25173925985624557,0.28559943257495823,1.0167131254285915
0.5076090440128906,0.043576195471724644,1.2426077893607232,25517.045753886447,1.5927266630448724,0.5782458031712229,0.7863981591283008,2.3691953895836924
1.0443854223740179,1.4708159882126006,4.387406203323758,17552.589907873466,7.268025452412077,0.26357443707206557,0.34119884939069794,1.1742976644590821
0.22815549304380855,1.5283111432456107,3.1548908277961427,36497.70655286622,5.075555446628299,0.30136812080939146,0.34093585767330725,1.21351509356072
1.5639024069116274,1.518210403643862,5.567876579763363,45793.64087628991,8.906195050638045,0.06467697799796943,0.08582308292672335,0.2886453153975348
0.2889368272620796,1.503440232254613,3.1637015763329037,33141.955659296655,5.179323625557957,0.21964593702502783,0.2532308775990228,0.9018513192979023
1.4726854331629626,0.7824335396658217,4.380157066275849,42172.810102945245,6.516480956057211,0.10411046638796802,0.14133607346277305,0.4568617468929207
1.4732383664273938,1.86328693454456,5.870919528651437,45454.040487605394,9.641355442952337,0.21651470892521002,0.2825198544158436,0.9662602397054809
1.8544886250769486,1.8973225252729284,6.739279025275262,32348.190347485903,10.841381854596671,0.021459481273400676,0.028390368015482743,0.09581307138574816
1.986998283166487,1.3734783343216548,6.319103060628805,7905.876722450563,9.710566114244008,0.23249787044012266,0.3132913919325093,1.0300730188487073
1.416728153611913,1.5062695077665855,5.229357238713636,27863.185781815282,8.446409623827426,0.09845997484006981,0.12996041499937278,0.43969023424368087
0.942662733345851,0.8288794587523327,3.236330313952697,6578.186590411212,5.1191183688107555,0.0195795410841268,0.0261164515809882,0.08726118249374319
1.9669844200417042,1.0771682851277082,5.8909065981394555,44449.62570243371,8.796504029090615,0.06769650698968178,0.09183968577325934,0.2974313055857276
1.7095160417324935,1.121942214008593,5.358470309379323,46644.7218464827,8.18189373763707,0.32321209017675095,0.4362934786907981,1.4295821413548588
1.9628440836601049,0.38235151398540923,5.044639945222466,12665.714944252986,6.776769932948962,0.3407264801005789,0.4652667556851928,1.4315205344243598
1.3666643129127711,1.7388211309887491,5.46156460824591,31985.367164096464,8.973733536159017,0.14511981916471775,0.18927960998341148,0.6475961837583456
1.0236013241245412,1.9900454830421013,5.167847293691393,44686.52620020389,8.708352979954537,0.06330569827011998,0.07976360136187617,0.27894632788110524
0.9741926116638264,1.5497818062403608,4.367040360467196,5611.418889099423,7.293376281260593,0.2841438330373278,0.36426783987843003,1.2619831430249155
1.6755805831345991,0.7441393928150886,4.801675733289843,34122.405465609285,6.9921185233474805,0.0017989929893331691,0.0024500413362980103,0.007834303419131498
0.6193587992721088,1.880004116570178,4.288307023009197,45367.54625816295,7.22225791170983,0.18354157320587808,0.22187367965995208,0.786536082788129
1.5485877124997325,0.7218453006573373,4.479841570311085,46831.40279548671,6.560733012540413,0.3719027241614684,0.5061234333618115,1.6230112649798512
0.3839660956347679,1.393823103019387,3.071788848625622,6801.496259671174,5.137169965974527,0.12630365544629132,0.1501807581013344,0.5338386619719272
0.12980335301128032,0.6709943425439076,1.4128554210222628,35073.05499043849,2.3140166863081966,0.9068066708862043,1.0460103943472432,3.7252347244174815
0.34014817228580796,1.4866917251482454,3.1886562784983554,1163.2429888849542,5.278908804737288,0.30680585097461455,0.35886695944982494,1.2775349248238588
0.6532510481920861,0.9003050410924849,2.714401326307091,47119.76150003441,4.489217106490608,0.3493334815714295,0.4529609444065019,1.5570314290150522
0.8499047924786642,1.58105297005728,4.174784269093223,32161.01917551416,7.024591675833899,0.24910923333969753,0.3151060338050748,1.0998845766924117
1.4745706325331955,0.2841291986038619,3.7861992032674845,33913.453756795076,5.082008574761966,0.029707064247044435,0.04056383378060556,0.12475824282332612
1.7323999036828184,1.9951983938579918,6.615695569088167,4734.593641743462,10.771415437691681,0.054206180859639616,0.07118636145199303,0.24207033806222042
0.3359420860434086,1.8635696820593766,3.89924306422908,23507.89356810241,6.355796178455482,0.2393548824521252,0.274568556007709,0.9778089622023405
0.34808881058490826,0.4014570616046069,1.3301043679458127,23729.131563080475,2.165917390907647,0.28173790122821674,0.369958501344613,1.258160687945855
1.1386890950401358,0.7707033196026438,3.599773424976812,29298.110499902657,5.5174558227651795,0.04513667365998374,0.060866166773766155,0.19984336638987393
0.09899371492702391,1.42259041304802,2.865732806557439,28253.386409932154,4.396829662850132,0.43013652303254624,0.46671652624053817,1.6532704013546713
1.9590567540068753,1.6253324360430996,6.592829936385025,26735.703528163664,10.357592737894867,0.23007753700699662,0.30774438885109595,1.024255597574228
1.9087609784408375,1.7256168231576863,6.61826372550242,12709.216538463485,10.502041806480804,0.03005981429633173,0.04003972523075449,0.1340300279675066
1.1400986413427259,1.1997947210256346,4.190619417491323,34805.230342540905,6.7614483842304685,0.37065019473256644,0.489537642734116,1.6551390987778838
